id_aluno,id_professor,aulas_bimestre,nota_p1_b1,nota_p2_b1,ativs_entregues_b1,ativs_total_b1,faltas_b1,nota_p1_b2,nota_p2_b2,ativs_entregues_b2,ativs_total_b2,faltas_b2,nota_p1_b3,nota_p2_b3,ativs_entregues_b3,ativs_total_b3,faltas_b3,nota_p1_b4,nota_p2_b4,ativs_entregues_b4,ativs_total_b4,faltas_b4
20240213,P005,60,8.4,5.6,6,10,12,6.0,7.8,6,10,9,8.0,8.3,4,10,13,4.8,6.9,6,10,8
20240214,P005,60,4.8,5.8,7,10,12,2.7,3.7,2,10,13,8.1,3.3,5,10,11,4.5,4.9,6,10,14
20240215,P005,60,4.9,6.1,2,10,17,2.5,8.1,7,10,16,7.1,1.8,6,10,14,7.8,7.0,7,10,17
20240216,P005,60,4.9,5.2,4,10,8,8.4,4.9,5,10,13,4.9,4.0,7,10,17,7.6,2.7,7,10,15
20240217,P005,60,7.1,6.6,8,10,9,6.2,6.6,5,10,6,4.0,6.8,6,10,10,5.8,8.6,7,10,6
20240218,P005,60,8.6,7.3,9,10,5,5.6,3.5,8,10,11,8.9,2.7,6,10,10,9.8,8.5,9,10,6
20240219,P005,60,7.5,6.4,2,10,9,8.3,2.1,3,10,14,1.2,2.2,7,10,10,8.4,4.4,4,10,8
20240220,P005,60,6.0,7.9,7,10,20,8.9,7.3,6,10,19,5.7,4.8,7,10,19,6.2,3.5,3,10,13
20240221,P005,60,8.8,5.2,10,10,3,7.0,4.0,10,10,4,0.8,8.6,9,10,0,7.1,6.0,8,10,0
20240222,P005,60,9.3,6.0,10,10,4,9.4,10,8,10,1,7.4,8.8,9,10,0,8.6,4.9,9,10,4
20240223,P005,60,5.1,7.9,7,10,15,3.3,4.5,4,10,16,5.8,9.4,2,10,8,7.9,7.4,2,10,8
20240224,P005,60,8.6,6.2,7,10,11,6.6,5.2,5,10,6,9.7,3.5,6,10,9,6.4,7.4,5,10,3
20240225,P005,60,2.0,4.0,6,10,15,2.0,9.4,7,10,16,8.4,6.2,3,10,17,6.3,6.4,5,10,15
20240226,P005,60,5.8,4.8,9,10,3,7.2,9.7,9,10,9,4.7,9.6,7,10,10,8.7,9.9,5,10,6
20240227,P005,60,7.7,8.5,3,10,19,0.9,4.4,2,10,10,8.1,6.6,7,10,14,8.3,6.3,2,10,19
20240228,P005,60,6.7,4.1,8,10,6,9.4,6.3,5,10,8,4.3,9.8,8,10,5,9.2,3.9,8,10,9
20240229,P005,60,7.0,7.4,5,10,9,10.0,5.4,9,10,12,9.0,6.2,9,10,8,5.3,6.0,6,10,10
20240230,P005,60,9.8,5.0,9,10,6,6.5,0.1,7,10,4,3.9,9.8,8,10,8,7.4,4.6,7,10,12
20240231,P005,60,4.6,3.7,5,10,16,1.4,4.4,6,10,12,6.0,8.8,2,10,15,7.8,7.6,4,10,10
20240232,P005,60,4.0,7.1,6,10,7,8.9,6.3,6,10,8,9.2,9.4,5,10,6,7.0,3.1,6,10,10
20240233,P005,60,4.7,4.4,10,10,5,6.3,10,9,10,2,10,9.9,9,10,4,10,10,8,10,3
20240234,P005,60,6.9,5.7,7,10,4,5.9,6.1,7,10,9,9.5,8.7,6,10,11,8.1,9.7,9,10,8
20240235,P005,60,7.2,6.1,4,10,16,4.2,6.9,6,10,16,4.0,8.3,7,10,18,4.4,8.6,2,10,16
20240236,P005,60,8.6,5.1,9,10,3,3.5,6.5,5,10,3,5.6,9.8,9,10,6,1.4,6.5,9,10,5
20240237,P005,60,8.8,8.9,6,10,3,7.1,5.7,5,10,8,6.4,8.3,7,10,7,0.6,7.6,6,10,8
20240238,P005,60,2.7,5.7,5,10,11,7.5,3.8,3,10,9,5.0,2.1,4,10,15,2.6,8.0,2,10,19
20240239,P005,60,6.1,8.4,7,10,8,5.2,7.9,9,10,3,8.3,7.6,8,10,4,8.8,5.7,8,10,6
20240240,P005,60,9.4,6.1,8,10,4,5.5,5.2,5,10,5,8.7,5.8,8,10,5,5.2,7.1,9,10,7
20240241,P005,60,10,5.6,8,10,4,5.4,7.7,8,10,2,7.2,4.9,10,10,4,5.5,10,8,10,0
20240242,P005,60,5.5,6.6,6,10,12,6.3,7.4,5,10,11,3.8,7.4,4,10,11,3.0,4.7,7,10,9
20240243,P005,60,8.5,7.4,9,10,4,9.2,5.9,7,10,12,6.6,9.7,9,10,5,5.2,7.6,6,10,9
20240244,P005,60,4.3,5.3,5,10,8,9.2,3.2,6,10,9,7.2,4.0,9,10,6,3.2,5.8,7,10,4
20240245,P005,60,7.9,6.5,6,10,8,8.4,5.9,7,10,7,9.7,7.2,5,10,6,5.6,3.0,6,10,3
20240246,P005,60,5.5,4.6,4,10,19,7.9,2.3,3,10,8,5.8,1.5,7,10,18,4.5,7.4,6,10,14
20240247,P005,60,2.7,8.3,6,10,10,4.7,5.5,8,10,7,4.1,3.0,9,10,6,7.3,7.3,6,10,11
20240248,P005,60,4.5,5.2,6,10,9,5.0,6.4,8,10,4,9.7,7.9,9,10,11,8.3,5.4,5,10,3
20240249,P005,60,4.4,3.1,5,10,10,5.9,5.7,9,10,3,7.6,3.9,7,10,11,3.2,8.5,7,10,12
20240250,P005,60,4.9,5.3,5,10,13,7.5,5.1,2,10,18,7.1,5.8,5,10,13,3.2,6.8,4,10,8
20240251,P005,60,5.2,6.7,7,10,10,7.1,7.4,8,10,7,9.3,8.8,8,10,5,6.5,2.9,5,10,4
20240252,P005,60,4.6,5.6,3,10,16,2.4,4.9,2,10,15,6.9,6.0,2,10,15,5.6,6.5,7,10,15
20240253,P005,60,7.8,6.7,9,10,8,9.7,4.9,5,10,12,7.3,9.4,6,10,12,5.1,5.8,9,10,5
20240254,P005,60,5.9,6.3,10,10,0,5.6,10,9,10,3,9.1,9.5,9,10,4,10,7.6,8,10,1
20240255,P005,60,4.1,5.7,7,10,9,5.2,8.3,8,10,3,3.4,8.7,8,10,8,9.1,6.7,9,10,5
20240256,P005,60,9.8,5.4,5,10,9,5.6,6.0,9,10,11,4.1,9.5,9,10,12,9.1,6.9,5,10,3
20240257,P005,60,6.2,3.7,3,10,19,2.0,7.9,2,10,11,5.4,5.7,6,10,19,6.3,7.3,4,10,20
20240258,P005,60,5.8,9.9,9,10,12,6.7,4.7,9,10,6,7.3,6.9,5,10,8,5.5,8.4,7,10,5
20240259,P005,60,9.6,8.8,8,10,7,9.9,9.1,6,10,5,5.1,7.8,9,10,12,5.5,8.4,7,10,11
20240260,P005,60,3.8,8.2,8,10,3,8.0,8.6,5,10,12,7.9,7.7,9,10,12,6.3,9.0,9,10,12
20240261,P005,60,7.1,7.4,5,10,9,4.0,8.5,5,10,14,0.9,2.8,3,10,19,4.9,7.9,6,10,17
20240262,P005,60,6.1,7.1,5,10,11,5.7,3.3,3,10,12,5.7,8.1,7,10,10,5.5,6.1,7,10,13
20240263,P005,60,2.8,5.4,2,10,12,7.5,3.0,2,10,19,8.9,5.4,7,10,9,5.7,8.0,2,10,20
20240264,P005,60,4.9,8.9,10,10,0,10,7.2,10,10,3,4.2,6.6,8,10,0,8.6,9.3,9,10,1
20240265,P005,60,9.9,6.8,9,10,1,6.5,7.5,8,10,2,6.1,10,8,10,5,7.4,6.8,9,10,1
20240266,P005,60,8.9,4.6,6,10,8,7.8,7.1,4,10,17,7.4,9.1,6,10,14,8.8,4.2,4,10,14
20240267,P005,60,7.9,6.3,9,10,2,5.5,8.1,10,10,4,6.9,10,9,10,2,3.2,8.1,10,10,3
20240268,P005,60,9.7,9.8,9,10,4,9.7,10,9,10,2,6.9,8.1,10,10,0,5.2,6.8,10,10,2
20240269,P005,60,10,8.4,9,10,2,8.4,6.9,9,10,1,5.9,9.2,9,10,4,5.5,6.2,8,10,2
20240270,P005,60,6.2,6.3,5,10,15,7.0,8.7,3,10,14,4.2,5.1,5,10,18,3.4,5.1,3,10,20
20240271,P005,60,8.2,4.6,5,10,6,8.3,5.7,8,10,10,5.8,6.8,7,10,9,5.1,3.8,7,10,7
20240272,P005,60,6.2,6.6,6,10,9,6.1,7.3,7,10,6,5.8,6.7,8,10,3,9.8,9.3,8,10,8
20240273,P005,60,6.4,9.4,8,10,9,6.4,6.8,9,10,11,6.0,8.9,9,10,8,5.6,5.6,7,10,11
20240274,P005,60,6.8,10.0,9,10,1,7.2,5.6,9,10,3,6.0,8.3,8,10,3,7.9,8.3,9,10,4
20240275,P005,60,7.0,5.2,4,10,12,6.1,7.6,3,10,10,8.0,5.6,2,10,18,7.9,6.1,7,10,8
20240276,P005,60,7.6,9.7,10,10,4,9.1,9.6,10,10,2,7.8,8.4,9,10,2,7.7,7.5,9,10,0
20240277,P005,60,6.5,7.7,7,10,10,7.7,6.6,2,10,13,5.5,4.6,3,10,19,6.9,4.8,7,10,15
20240278,P005,60,6.2,4.2,10,10,0,5.8,7.0,9,10,0,7.3,6.3,8,10,1,5.6,6.4,10,10,1
20240279,P005,60,7.3,10,9,10,5,7.5,10,9,10,1,5.2,1.9,9,10,3,6.2,7.2,8,10,5
20240280,P005,60,6.2,6.2,5,10,12,8.0,8.4,6,10,4,9.6,5.7,5,10,11,5.7,7.4,5,10,6
20240281,P005,60,6.5,8.1,5,10,3,10.0,3.5,6,10,9,6.4,9.2,5,10,5,8.8,8.5,5,10,6
20240282,P005,60,6.2,2.9,2,10,9,4.4,2.3,2,10,11,8.5,0,6,10,15,3.0,8.7,6,10,17
20240283,P005,60,7.6,6.7,6,10,9,7.6,9.3,6,10,11,7.2,6.2,7,10,12,5.1,5.2,5,10,12
20240284,P005,60,10,10,8,10,0,10,9.2,8,10,2,8.2,6.4,8,10,5,9.2,10,10,10,4
20240285,P005,60,7.9,2.1,7,10,9,0,4.9,4,10,18,5.3,7.2,2,10,8,8.9,8.3,4,10,10
20240286,P005,60,8.1,3.0,2,10,19,6.5,8.4,6,10,18,5.9,0.3,4,10,10,1.5,7.3,7,10,14
20240287,P005,60,8.4,6.5,6,10,19,5.4,7.9,7,10,13,6.9,3.0,5,10,16,6.3,5.9,2,10,11
20240288,P005,60,7.7,9.9,8,10,0,9.5,8.3,10,10,2,9.3,5.2,9,10,1,5.5,8.5,10,10,2
20240289,P005,60,5.6,5.7,10,10,3,10.0,7.0,10,10,0,6.6,4.7,9,10,5,7.6,7.3,10,10,4
20240290,P005,60,6.3,6.4,7,10,18,4.7,8.5,2,10,8,3.9,4.1,6,10,14,7.5,7.0,6,10,8
20240291,P005,60,5.4,5.8,5,10,17,3.8,4.6,7,10,13,6.5,7.8,7,10,16,4.5,7.6,7,10,14
20240292,P005,60,8.2,4.6,6,10,17,4.6,5.4,4,10,20,7.0,8.5,7,10,11,1.2,6.1,2,10,8
20240293,P005,60,3.1,7.7,6,10,10,3.6,3.6,6,10,11,6.3,3.8,5,10,11,8.0,6.3,5,10,3
20240294,P005,60,9.3,5.8,2,10,8,6.8,5.1,5,10,14,8.7,7.9,3,10,13,7.8,1.9,5,10,19
20240295,P005,60,3.3,8.5,7,10,9,7.1,7.3,7,10,11,6.5,9.2,7,10,11,7.3,4.8,7,10,8
20240296,P005,60,6.9,6.9,4,10,15,8.8,2.5,4,10,17,5.8,5.4,2,10,20,7.6,3.5,6,10,9
20240297,P005,60,5.7,4.1,7,10,7,3.6,7.7,8,10,4,9.6,4.5,9,10,6,7.7,7.5,8,10,10
20240298,P005,60,8.2,0.1,7,10,8,7.5,7.4,6,10,7,9.4,6.0,8,10,8,7.3,3.0,7,10,12
20240299,P005,60,8.4,5.5,3,10,13,5.4,2.5,7,10,13,4.4,4.9,7,10,9,5.2,2.2,5,10,13
20240300,P005,60,6.3,10,10,10,2,6.8,8.3,9,10,2,10,9.0,10,10,5,6.9,9.6,9,10,4
20240301,P005,60,3.4,3.4,8,10,7,0.1,3.8,8,10,12,7.2,8.0,8,10,12,8.6,8.9,9,10,4
20240302,P005,60,5.7,2.1,7,10,10,6.5,1.4,9,10,6,7.2,3.7,5,10,3,7.9,1.1,7,10,12
20240303,P005,60,5.9,8.9,7,10,8,7.8,7.2,9,10,8,7.5,6.6,8,10,12,6.4,5.4,8,10,9
20240304,P005,60,5.4,5.1,3,10,15,3.4,3.9,3,10,9,5.7,3.4,7,10,15,4.8,5.9,7,10,19
20240305,P005,60,6.6,4.4,5,10,11,4.5,9.7,8,10,3,7.5,6.3,9,10,8,7.8,0.5,6,10,8
20240306,P005,60,6.1,7.4,2,10,20,2.6,7.2,3,10,20,8.1,6.1,3,10,13,6.1,2.9,4,10,10
20240307,P005,60,7.9,6.5,5,10,12,8.9,3.6,2,10,9,5.3,7.1,3,10,9,5.1,4.4,7,10,16
20240308,P005,60,4.2,6.9,9,10,9,5.2,7.6,5,10,10,6.3,4.9,9,10,7,5.5,5.1,5,10,4
20240309,P005,60,4.4,6.8,9,10,3,6.9,8.2,8,10,3,10,5.8,10,10,3,7.3,8.0,10,10,2
20240310,P005,60,6.1,7.2,9,10,9,5.5,7.3,7,10,7,7.5,5.6,9,10,12,3.1,8.4,9,10,6
20240311,P005,60,6.8,8.1,8,10,12,7.5,4.6,9,10,4,5.1,8.5,9,10,8,7.4,9.1,8,10,9
20240312,P005,60,4.8,9.2,7,10,14,4.2,8.7,6,10,14,7.6,7.2,3,10,8,9.0,5.8,4,10,16
20240313,P005,60,9.0,2.4,9,10,0,8.0,6.2,8,10,0,8.3,10,8,10,1,8.7,10,9,10,1
20240314,P005,60,8.1,4.8,2,10,11,5.2,9.3,5,10,19,0,5.0,6,10,16,4.2,4.5,5,10,14
20240315,P005,60,8.7,0.8,7,10,7,9.7,8.2,6,10,10,8.3,5.5,6,10,6,4.2,6.7,7,10,10
20240316,P005,60,9.3,6.2,4,10,16,8.4,7.2,2,10,11,5.7,6.0,5,10,8,7.6,8.0,5,10,20
20240317,P005,60,3.2,7.0,8,10,10,5.9,6.5,7,10,9,6.0,7.3,9,10,9,6.0,7.0,6,10,3
20240318,P005,60,7.5,8.1,8,10,8,1.3,8.5,8,10,5,4.0,9.8,5,10,10,8.7,9.9,9,10,10
20240319,P005,60,2.0,8.8,6,10,9,6.0,8.8,5,10,10,7.2,9.8,5,10,8,4.2,4.3,8,10,3
20240320,P005,60,9.9,5.3,6,10,6,3.3,8.9,7,10,7,6.6,8.8,9,10,9,9.3,6.8,9,10,9
20240321,P005,60,3.7,5.8,9,10,5,5.3,6.0,5,10,3,8.7,6.1,7,10,11,6.0,9.2,9,10,4
20240322,P005,60,8.0,0.5,7,10,8,9.5,0.7,8,10,10,7.6,3.7,8,10,3,8.9,6.1,9,10,10
20240323,P005,60,7.1,8.9,5,10,5,5.2,6.8,9,10,4,9.9,8.9,9,10,6,8.3,5.9,8,10,11
20240324,P005,60,10,9.1,10,10,2,7.2,8.3,9,10,2,4.1,3.9,8,10,0,7.2,4.6,8,10,0
20240325,P005,60,8.3,2.2,7,10,10,6.9,3.6,9,10,10,4.7,4.7,8,10,7,6.7,6.5,7,10,4
20240326,P005,60,8.7,6.7,8,10,3,8.2,7.8,8,10,1,8.4,10,10,10,3,7.8,1.2,8,10,4
20240327,P005,60,6.2,8.7,9,10,5,2.1,9.6,10,10,3,4.7,7.4,10,10,1,9.2,7.3,9,10,0
20240328,P005,60,9.8,8.0,5,10,12,6.9,7.7,5,10,8,4.7,8.3,7,10,4,8.9,9.5,7,10,10
20240329,P005,60,4.6,5.4,8,10,11,8.2,3.3,5,10,12,6.1,7.4,8,10,12,7.5,9.4,8,10,10
20240330,P005,60,9.0,8.8,9,10,4,6.3,10,10,10,3,9.7,7.1,8,10,4,8.6,10,10,10,3
20240331,P005,60,9.1,7.5,4,10,19,5.1,3.6,3,10,19,2.6,2.0,6,10,8,6.9,5.3,4,10,18
20240332,P005,60,8.2,4.8,9,10,0,7.2,7.4,10,10,0,7.6,8.4,9,10,5,6.3,5.4,9,10,5
20240333,P005,60,8.8,6.0,7,10,4,6.2,7.3,7,10,5,6.6,5.0,6,10,6,7.0,2.9,8,10,3
20240334,P005,60,5.1,7.6,8,10,5,5.5,7.6,5,10,7,7.6,7.2,8,10,12,8.4,8.5,7,10,10
20240335,P005,60,5.4,6.5,2,10,17,5.3,7.0,4,10,19,3.2,6.4,2,10,16,8.4,8.1,3,10,18
20240336,P005,60,10,4.4,8,10,2,8.8,5.3,8,10,2,5.7,1.3,9,10,0,8.7,7.4,10,10,2
20240337,P005,60,2.1,8.4,4,10,14,2.8,4.0,6,10,11,6.0,4.7,4,10,19,8.5,7.0,2,10,20
20240338,P005,60,9.1,8.7,7,10,8,5.2,9.4,6,10,6,9.6,3.6,5,10,6,7.9,7.3,9,10,4
20240339,P005,60,9.7,5.3,8,10,3,5.1,0.5,9,10,8,7.8,8.3,9,10,9,6.8,6.4,5,10,9
20240340,P005,60,5.9,6.4,5,10,20,7.7,7.2,6,10,16,2.8,1.2,3,10,14,6.2,8.6,7,10,16
20240341,P005,60,6.2,9.6,8,10,12,5.8,8.5,8,10,9,3.1,5.3,6,10,10,8.4,9.1,8,10,7
20240342,P005,60,4.4,6.2,8,10,5,10,9.2,10,10,4,9.6,4.6,9,10,1,5.7,6.4,10,10,4
20240343,P005,60,3.7,7.9,4,10,12,4.8,6.2,2,10,11,5.4,6.9,3,10,8,5.4,5.0,7,10,15
20240344,P005,60,7.0,5.8,8,10,11,4.6,7.2,9,10,7,5.3,9.1,6,10,3,10.0,5.6,7,10,3
20240345,P005,60,10,8.5,10,10,1,8.8,6.8,9,10,0,6.4,8.9,8,10,0,1.0,6.7,9,10,0
20240346,P005,60,7.2,9.6,7,10,9,9.4,6.0,6,10,10,6.0,7.3,6,10,8,5.7,5.0,6,10,5
20240347,P005,60,7.9,2.5,8,10,0,7.6,7.1,10,10,4,5.3,9.9,10,10,0,6.2,5.3,9,10,2
20240348,P005,60,1.7,7.8,6,10,8,6.2,8.6,7,10,7,5.0,5.0,6,10,11,6.1,6.4,8,10,6
20240349,P005,60,5.0,5.7,8,10,4,8.4,7.0,10,10,0,8.8,6.8,10,10,0,9.8,9.7,9,10,5
20240350,P005,60,5.1,7.9,7,10,16,7.0,8.6,2,10,20,4.1,9.1,2,10,13,6.1,4.0,4,10,12
20240351,P005,60,5.8,7.5,8,10,3,5.6,7.9,5,10,6,0.3,7.7,7,10,9,5.3,7.9,9,10,10
20240352,P005,60,6.0,1.5,10,10,2,9.3,10,8,10,4,8.4,10,9,10,3,6.0,1.5,8,10,1
20240353,P005,60,7.1,8.1,2,10,9,8.3,6.9,5,10,11,2.0,0,6,10,15,4.8,7.2,4,10,16
20240354,P005,60,6.8,6.6,5,10,3,9.5,6.5,8,10,10,9.8,6.0,7,10,12,8.6,8.9,9,10,10
20240355,P005,60,10,5.0,9,10,0,7.9,5.1,9,10,2,9.0,6.5,10,10,5,9.7,10,9,10,0
20240356,P005,60,0.1,4.1,4,10,8,7.7,7.0,5,10,19,7.9,7.7,3,10,15,9.2,7.4,7,10,19
20240357,P005,60,10,9.5,10,10,2,7.1,10,9,10,0,9.7,9.9,10,10,3,8.0,6.3,9,10,1
20240358,P005,60,4.8,3.3,8,10,3,8.2,8.9,7,10,8,5.8,8.1,8,10,12,2.8,8.3,7,10,8
20240359,P005,60,7.5,7.5,8,10,5,9.0,9.0,9,10,9,9.4,4.7,7,10,3,2.8,5.1,5,10,3
20240360,P005,60,5.9,6.2,2,10,14,6.4,7.4,6,10,18,3.7,7.9,7,10,10,6.8,5.8,7,10,20
20240361,P006,60,9.7,7.8,6,10,5,7.4,4.3,5,10,11,6.8,9.9,8,10,6,9.9,9.7,9,10,4
20240362,P006,60,10,6.2,10,10,0,8.4,7.1,8,10,5,8.5,7.4,9,10,1,6.5,9.2,8,10,2
20240363,P006,60,3.4,7.2,3,10,13,7.2,8.6,3,10,9,4.9,4.4,3,10,10,6.0,4.5,3,10,20
20240364,P006,60,6.9,6.7,2,10,9,6.4,4.7,4,10,8,7.2,6.4,7,10,20,3.0,5.8,2,10,17
20240365,P006,60,6.0,5.3,9,10,1,4.7,10,8,10,1,6.7,5.8,10,10,4,9.5,9.7,10,10,1
20240366,P006,60,8.8,4.6,4,10,10,6.3,1.6,2,10,15,4.6,2.7,2,10,14,3.0,7.8,2,10,20
20240367,P006,60,6.9,2.8,9,10,5,9.6,9.6,8,10,11,6.8,9.8,8,10,3,8.0,5.3,6,10,10
20240368,P006,60,9.1,4.7,2,10,8,7.7,6.0,5,10,9,5.9,6.8,2,10,13,3.3,5.2,2,10,13
20240369,P006,60,4.2,6.4,8,10,1,7.6,7.7,8,10,0,9.3,3.9,9,10,5,5.4,9.4,10,10,1
20240370,P006,60,9.6,8.8,10,10,3,6.8,9.0,9,10,2,6.4,10,8,10,3,2.7,7.1,10,10,5
20240371,P006,60,6.0,10,9,10,1,4.8,6.3,10,10,4,10,9.8,9,10,5,7.7,8.4,9,10,0
20240372,P006,60,7.0,8.3,7,10,6,9.7,9.9,8,10,7,9.2,6.7,9,10,6,6.5,4.8,7,10,5
20240373,P006,60,8.7,6.4,9,10,11,3.1,3.9,9,10,11,0.7,6.9,9,10,11,2.3,6.7,5,10,9
20240374,P006,60,6.1,8.5,4,10,19,8.4,7.2,4,10,19,6.4,5.6,3,10,18,7.8,6.1,5,10,15
20240375,P006,60,4.9,7.5,6,10,16,8.4,9.1,2,10,20,8.4,8.5,6,10,19,7.0,0.6,2,10,19
20240376,P006,60,6.9,7.4,9,10,3,6.5,4.6,9,10,5,9.8,9.3,9,10,5,10,10,10,10,4
20240377,P006,60,9.1,6.3,9,10,11,6.0,4.5,6,10,7,9.5,7.1,5,10,12,7.9,5.6,9,10,12
20240378,P006,60,8.7,4.2,4,10,18,8.3,3.8,7,10,10,4.6,6.9,4,10,15,7.9,6.2,7,10,17
20240379,P006,60,5.0,5.2,5,10,8,7.4,7.1,3,10,16,8.4,6.1,4,10,16,7.9,3.9,5,10,8
20240380,P006,60,4.4,6.9,6,10,4,5.1,8.0,6,10,11,5.3,4.4,7,10,11,5.5,4.2,7,10,12
20240381,P006,60,9.0,2.1,10,10,1,8.8,4.7,9,10,0,7.9,7.7,9,10,2,6.1,8.4,9,10,2
20240382,P006,60,9.0,2.9,5,10,3,5.9,3.8,7,10,7,9.8,8.6,5,10,9,7.2,8.9,5,10,12
20240383,P006,60,3.5,6.5,5,10,19,2.3,9.2,7,10,19,0.3,4.9,4,10,12,6.0,4.8,4,10,19
20240384,P006,60,6.0,6.6,6,10,7,5.3,7.0,9,10,12,4.4,5.1,6,10,5,5.8,8.6,8,10,5
20240385,P006,60,6.3,6.4,7,10,13,0,5.7,7,10,8,3.0,1.8,4,10,12,6.5,7.9,2,10,19
20240386,P006,60,3.5,7.5,9,10,4,4.8,8.2,5,10,4,9.2,5.3,5,10,9,9.9,3.3,8,10,6
20240387,P006,60,5.9,3.6,7,10,11,6.1,9.8,6,10,11,3.4,4.3,5,10,3,9.2,9.6,7,10,7
20240388,P006,60,6.0,6.5,8,10,7,6.7,6.4,8,10,3,10.0,6.4,7,10,7,3.9,5.9,8,10,7
20240389,P006,60,9.3,6.6,7,10,12,6.0,6.7,5,10,9,4.2,5.9,9,10,5,5.8,4.2,6,10,11
20240390,P006,60,6.5,7.3,3,10,13,8.3,4.6,6,10,14,5.5,3.8,6,10,15,7.6,3.6,4,10,10
20240391,P006,60,8.1,7.3,8,10,0,8.3,9.4,10,10,0,3.9,7.8,9,10,0,4.6,9.7,9,10,0
20240392,P006,60,7.0,7.1,9,10,5,6.8,6.4,8,10,0,8.0,5.3,9,10,0,2.2,7.3,10,10,1
20240393,P006,60,3.2,9.2,7,10,10,9.8,6.3,6,10,8,9.4,8.5,7,10,10,6.5,5.8,7,10,12
20240394,P006,60,3.6,5.2,8,10,6,6.9,8.7,6,10,4,6.9,9.8,8,10,10,7.8,8.6,8,10,12
20240395,P006,60,4.4,6.8,7,10,11,6.5,7.9,5,10,12,8.0,7.8,5,10,11,6.2,0.2,9,10,8
20240396,P006,60,5.1,5.5,5,10,8,8.2,5.4,6,10,8,6.9,7.2,5,10,4,7.1,7.7,9,10,4
20240397,P006,60,10,9.4,8,10,1,7.4,7.3,10,10,3,8.8,10.0,8,10,1,9.2,5.4,8,10,1
20240398,P006,60,6.1,4.1,9,10,10,9.7,3.1,8,10,7,9.3,7.6,8,10,7,0.5,5.9,8,10,4
20240399,P006,60,9.1,9.0,3,10,15,5.5,6.4,5,10,10,5.9,5.7,6,10,17,5.9,4.2,4,10,20
20240400,P006,60,4.4,8.5,3,10,19,5.7,0.3,4,10,15,6.2,6.7,2,10,17,3.4,7.1,5,10,11
20240401,P006,60,6.9,8.0,3,10,14,6.9,5.5,7,10,8,4.7,6.1,3,10,8,7.3,7.9,3,10,18
20240402,P006,60,8.8,8.0,4,10,12,5.4,6.1,2,10,18,5.3,5.7,2,10,20,8.6,5.4,6,10,13
20240403,P006,60,5.9,7.6,5,10,11,4.7,7.4,5,10,5,9.9,6.1,9,10,9,2.8,8.2,9,10,9
20240404,P006,60,7.8,2.8,4,10,16,3.9,2.2,6,10,10,5.4,5.9,3,10,19,8.3,5.0,5,10,20
20240405,P006,60,6.9,3.6,5,10,10,3.2,4.6,5,10,15,7.5,4.3,6,10,18,4.0,6.4,7,10,18
20240406,P006,60,6.8,4.9,8,10,5,6.4,0.8,7,10,6,6.4,5.1,8,10,5,6.3,7.3,8,10,8
20240407,P006,60,0.9,6.4,4,10,13,4.6,7.1,5,10,20,9.4,6.6,6,10,16,7.8,7.0,5,10,18
20240408,P006,60,7.1,10,10,10,2,10,8.6,8,10,5,8.2,8.5,10,10,3,5.7,9.9,10,10,2
20240409,P006,60,6.6,3.0,6,10,16,4.4,2.9,6,10,17,0,6.7,6,10,10,4.3,4.1,2,10,9
20240410,P006,60,0.4,7.4,6,10,7,5.9,4.3,6,10,10,5.9,9.9,9,10,8,6.2,6.8,7,10,7
20240411,P006,60,5.2,8.2,3,10,18,6.9,7.5,4,10,13,8.4,8.3,4,10,18,3.6,8.8,3,10,16
20240412,P006,60,3.2,2.4,4,10,12,5.7,3.8,3,10,18,5.1,6.5,6,10,20,3.7,3.8,2,10,19
20240413,P006,60,6.4,7.9,5,10,20,5.5,6.3,2,10,19,8.1,5.7,6,10,13,7.3,5.8,7,10,10
20240414,P006,60,4.7,3.2,8,10,0,9.8,8.7,8,10,3,6.9,8.9,9,10,4,5.3,6.0,10,10,1
20240415,P006,60,8.0,4.5,10,10,2,2.9,10,10,10,0,6.4,8.4,10,10,5,9.7,5.2,10,10,4
20240416,P006,60,4.5,3.4,2,10,15,9.4,7.4,7,10,8,4.7,6.9,4,10,15,1.7,0.0,3,10,20
20240417,P006,60,8.8,8.3,9,10,3,7.9,6.6,9,10,5,3.8,7.0,10,10,1,7.8,8.4,9,10,0
20240418,P006,60,7.2,5.7,5,10,17,8.7,5.9,4,10,17,5.0,7.1,3,10,19,8.2,5.9,6,10,13
20240419,P006,60,7.0,8.0,3,10,11,2.7,7.2,5,10,20,6.1,4.7,3,10,10,5.5,0.7,6,10,13
20240420,P006,60,2.8,8.2,3,10,9,6.7,7.1,6,10,12,8.7,5.3,5,10,19,3.3,6.4,4,10,8
20240421,P006,60,5.9,5.8,9,10,7,6.0,7.2,8,10,6,7.3,5.2,7,10,8,9.6,5.1,7,10,7
20240422,P006,60,0.3,7.5,7,10,4,6.1,8.4,5,10,9,4.1,3.6,6,10,3,9.1,5.3,7,10,3
20240423,P006,60,7.5,9.9,8,10,5,5.5,5.5,8,10,6,7.0,7.4,7,10,7,5.7,8.3,5,10,9
20240424,P006,60,10,5.5,8,10,3,10,7.4,8,10,5,9.8,9.4,8,10,4,7.1,10,8,10,3
20240425,P006,60,6.9,7.0,2,10,13,4.3,5.0,2,10,20,5.9,6.9,5,10,15,1.0,2.8,4,10,17
20240426,P006,60,3.8,6.5,6,10,14,4.1,3.2,4,10,19,5.8,5.4,7,10,19,8.6,4.3,7,10,12
